"id";"Штрихкод";"Группа товаров";"Наименование товара";"Размер";"Цвет";"Остаток";"Цена";"Фото";"Артикул";"Страна-производитель";"Код товара";"Атрибут4"
4384;2000000017594;Куртки;Куртка CITY CLASS 13228-1;56;Темно-синий;;11950;;13228-1;Турция;00000000722;4
4829;2000000017600;Куртки;Куртка CITY CLASS 13228-1;58;Темно-синий;;11950;;13228-1;Турция;00000000722;4
5265;2000000017617;Куртки;Куртка CITY CLASS 13228-1;60;Темно-синий;;11950;;13228-1;Турция;00000000722;4
2588;2000000017624;Куртки;Куртка CITY CLASS 13250;50;Черный;;;;13250;Турция;00000000723;4
3176;2000000017631;Куртки;Куртка CITY CLASS 13250;52;Черный;;;;13250;Турция;00000000723;4
3955;2000000021065;Куртки;Куртка CITY CLASS 13250;54;Черный;;11600;;13250;Турция;00000000723;4
4524;2000000017648;Куртки;Куртка CITY CLASS 13250;56;Черный;;11600;;13250;Турция;00000000723;4
4909;2000000017655;Куртки;Куртка CITY CLASS 13250;58;Черный;;11600;;13250;Турция;00000000723;4
5302;2000000017662;Куртки;Куртка CITY CLASS 13250;60;Черный;;13950;;13250;Турция;00000000723;4
918;2000000018409;Куртки;Куртка CITY CLASS 13м131-3м;46;Коричневый;;;;13м131-3м;Турция;00000000739;4
4119;2000000018416;Куртки;Куртка CITY CLASS 13м131-3м;56;Коричневый;;19700;;13м131-3м;Турция;00000000739;4
4683;2000000018423;Куртки;Куртка CITY CLASS 13м131-3м;58;Коричневый;;;;13м131-3м;Турция;00000000739;4
5213;2000000018430;Куртки;Куртка CITY CLASS 13м131-3м;60;Коричневый;;;;13м131-3м;Турция;00000000739;4
1673;2000000034577;Куртки;Куртка CITY CLASS 15016-176;48;Черный;;14600;;1501-176;Германия;00000001142;4
4534;2000000034584;Куртки;Куртка CITY CLASS 15016-176;56;Черный;;14600;;1501-176;Германия;00000001142;4
2370;2000000034492;Куртки;Куртка CITY CLASS 15090-176;50;Темно-синий;;14600;;15090-176;Германия;00000001140;4
3179;2000000034478;Куртки;Куртка CITY CLASS 15090-182;52;Черный;;14600;;15090-182;Германия;00000001139;4
3847;2000000034461;Куртки;Куртка CITY CLASS 15090-182;54;Черный;;14600;;15090-182;Германия;00000001139;4
4975;2000000034485;Куртки;Куртка CITY CLASS 15090-182;58;Черный;;14600;;15090-182;Германия;00000001139;4
1525;2000000034508;Куртки;Куртка CITY CLASS 15128;48;Темно-синий;;13950;;15128;Германия;00000001141;4
2371;2000000034515;Куртки;Куртка CITY CLASS 15128;50;Темно-синий;;13950;;15128;Германия;00000001141;4
3077;2000000034522;Куртки;Куртка CITY CLASS 15128;52;Темно-синий;;13950;;15128;Германия;00000001141;4
3776;2000000034539;Куртки;Куртка CITY CLASS 15128;54;Темно-синий;;13950;;15128;Германия;00000001141;4
4347;2000000034546;Куртки;Куртка CITY CLASS 15128;56;Темно-синий;;13800;;15128;Германия;00000001141;4
4819;2000000034553;Куртки;Куртка CITY CLASS 15128;58;Темно-синий;;13950;;15128;Германия;00000001141;4
5288;2000000034560;Куртки;Куртка CITY CLASS 15128;60;Темно-синий;;13950;;15128;Германия;00000001141;4
1541;2404000010249;Куртки;Куртка CITY CLASS 15D2556;48;Темно-синий;;17950;;15D2556;Германия;00000001162;4
2466;2000000035857;Куртки;Куртка CITY CLASS 15D2556;50;Темно-синий;;17950;;15D2556;Германия;00000001162;4
3053;2000000035864;Куртки;Куртка CITY CLASS 15D2556;52;Темно-синий;;17950;;15D2556;Германия;00000001162;4
3722;2000000035871;Куртки;Куртка CITY CLASS 15D2556;54;Темно-синий;;16950;;15D2556;Германия;00000001162;4
4359;2000000035888;Куртки;Куртка CITY CLASS 15D2556;56;Темно-синий;;17950;;15D2556;Германия;00000001162;4
5294;2404000010256;Куртки;Куртка CITY CLASS 15D2556;60;Темно-синий;;20450;;15D2556;Германия;00000001162;4
5383;2000000035901;Куртки;Куртка CITY CLASS 15D2556;62;Темно-синий;;20450;;15D2556;Германия;00000001162;4
5428;2000000035895;Куртки;Куртка CITY CLASS 15D2556;64;Темно-синий;;20450;;15D2556;Германия;00000001162;4
5453;2000000035918;Куртки;Куртка CITY CLASS 15D2556;66;Темно-синий;;20450;;15D2556;Германия;00000001162;4
5456;2000000035925;Куртки;Куртка CITY CLASS 15D2556;68;Темно-синий;;20450;;15D2556;Германия;00000001162;4
5590;2404000011574;Куртки;Куртка CITY CLASS 15D2556;70;Темно-синий;;20450;;15D2556;Германия;00000001162;4
1548;2404000011505;Куртки;Куртка CITY CLASS 16120;48;Темно-синий;;16800;;16120;Германия;УТ000000208;4
2358;2404000011512;Куртки;Куртка CITY CLASS 16120;50;Темно-синий;;16800;;16120;Германия;УТ000000208;4
3071;2404000011529;Куртки;Куртка CITY CLASS 16120;52;Темно-синий;;16800;;16120;Германия;УТ000000208;4
3766;2404000011536;Куртки;Куртка CITY CLASS 16120;54;Темно-синий;;16800;;16120;Германия;УТ000000208;4
4405;2404000011543;Куртки;Куртка CITY CLASS 16120;56;Темно-синий;;16800;;16120;Германия;УТ000000208;4
4847;2404000011550;Куртки;Куртка CITY CLASS 16120;58;Темно-синий;;16800;;16120;Германия;УТ000000208;4
5286;2404000011567;Куртки;Куртка CITY CLASS 16120;60;Темно-синий;;16800;;16120;Германия;УТ000000208;4
1084;2000000035086;Куртки;Куртка CITY CLASS 16500;46;Черный;;20500;;16500;Германия;00000001149;4
1648;2000000035079;Куртки;Куртка CITY CLASS 16500;48;Черный;;20500;;16500;Германия;00000001149;4
2547;2000000035093;Куртки;Куртка CITY CLASS 16500;50;Черный;;20500;;16500;Германия;00000001149;4
3187;2000000035109;Куртки;Куртка CITY CLASS 16500;52;Черный;;20500;;16500;Германия;00000001149;4
3936;2000000035116;Куртки;Куртка CITY CLASS 16500;54;Черный;;20500;;16500;Германия;00000001149;4
4532;2000000035123;Куртки;Куртка CITY CLASS 16500;56;Черный;;20500;;16500;Германия;00000001149;4
4899;2000000035130;Куртки;Куртка CITY CLASS 16500;58;Черный;;20500;;16500;Германия;00000001149;4
5322;2000000035147;Куртки;Куртка CITY CLASS 16500;60;Черный;;20500;;16500;Германия;00000001149;4
1068;2000000034935;Куртки;Куртка CITY CLASS 16501;46;Темно-синий;;20800;;16501;Германия;00000001147;4
1524;2000000034942;Куртки;Куртка CITY CLASS 16501;48;Темно-синий;;20800;;16501;Германия;00000001147;4
2453;2000000034959;Куртки;Куртка CITY CLASS 16501;50;Темно-синий;;20800;;16501;Германия;00000001147;4
3098;2000000034966;Куртки;Куртка CITY CLASS 16501;52;Темно-синий;;20800;;16501;Германия;00000001147;4
3784;2000000034973;Куртки;Куртка CITY CLASS 16501;54;Темно-синий;;20800;;16501;Германия;00000001147;4
4421;2000000034980;Куртки;Куртка CITY CLASS 16501;56;Темно-синий;;20800;;16501;Германия;00000001147;4
4864;2000000034997;Куртки;Куртка CITY CLASS 16501;58;Темно-синий;;20800;;16501;Германия;00000001147;4
5266;2000000035000;Куртки;Куртка CITY CLASS 16501;60;Темно-синий;;20800;;16501;Германия;00000001147;4
1141;2000000035154;Куртки;Куртка CITY CLASS 16510;46;Черный;;21500;;16510;Германия;00000001150;4
1647;2000000035161;Куртки;Куртка CITY CLASS 16510;48;Черный;;21500;;16510;Германия;00000001150;4
2546;2000000035178;Куртки;Куртка CITY CLASS 16510;50;Черный;;21500;;16510;Германия;00000001150;4
3183;2000000035185;Куртки;Куртка CITY CLASS 16510;52;Черный;;21500;;16510;Германия;00000001150;4
3935;2000000035192;Куртки;Куртка CITY CLASS 16510;54;Черный;;21500;;16510;Германия;00000001150;4
4530;2000000035208;Куртки;Куртка CITY CLASS 16510;56;Черный;;21500;;16510;Германия;00000001150;4
4900;2000000035215;Куртки;Куртка CITY CLASS 16510;58;Черный;;21500;;16510;Германия;00000001150;4
5320;2000000035222;Куртки;Куртка CITY CLASS 16510;60;Черный;;21500;;16510;Германия;00000001150;4
1087;2000000034775;Куртки;Куртка CITY CLASS 16530;46;Черный;1;22550;;16530;Германия;00000001145;4
1609;2000000034782;Куртки;Куртка CITY CLASS 16530;48;Черный;;20500;;16530;Германия;00000001145;4
2549;2000000034799;Куртки;Куртка CITY CLASS 16530;50;Черный;;20500;;16530;Германия;00000001145;4
3208;2000000034805;Куртки;Куртка CITY CLASS 16530;52;Черный;;20500;;16530;Германия;00000001145;4
3946;2000000034812;Куртки;Куртка CITY CLASS 16530;54;Черный;;20500;;16530;Германия;00000001145;4
4484;2000000034829;Куртки;Куртка CITY CLASS 16530;56;Черный;;20500;;16530;Германия;00000001145;4
4897;2000000034836;Куртки;Куртка CITY CLASS 16530;58;Черный;;20500;;16530;Германия;00000001145;4
5324;2000000034843;Куртки;Куртка CITY CLASS 16530;60;Черный;;20500;;16530;Германия;00000001145;4
5390;2000000034850;Куртки;Куртка CITY CLASS 16530;62;Черный;;20500;;16530;Германия;00000001145;4
5436;2000000034867;Куртки;Куртка CITY CLASS 16530;64;Черный;;20500;;16530;Германия;00000001145;4
5455;2000000034768;Куртки;Куртка CITY CLASS 16530;66;Черный;;20500;;16530;Германия;00000001145;4
870;2404000011406;Куртки;Куртка CITY CLASS 16666/борд;46;Бордовый;;12600;;16666;Германия;УТ000000206;4
1236;2404000011413;Куртки;Куртка CITY CLASS 16666/борд;48;Бордовый;;12600;;16666;Германия;УТ000000206;4
2038;2404000011420;Куртки;Куртка CITY CLASS 16666/борд;50;Бордовый;;15600;;16666;Германия;УТ000000206;4
2682;2404000011437;Куртки;Куртка CITY CLASS 16666/борд;52;Бордовый;;12600;;16666;Германия;УТ000000206;4
3372;2404000011444;Куртки;Куртка CITY CLASS 16666/борд;54;Бордовый;;12600;;16666;Германия;УТ000000206;4
982;2404000011451;Куртки;Куртка CITY CLASS 16666/син;46;Синий;;12600;;16666;Германия;УТ000000207;4
1393;2404000011468;Куртки;Куртка CITY CLASS 16666/син;48;Синий;;12600;;16666;Германия;УТ000000207;4
2320;2404000011475;Куртки;Куртка CITY CLASS 16666/син;50;Синий;;15600;;16666;Германия;УТ000000207;4
2861;2404000011482;Куртки;Куртка CITY CLASS 16666/син;52;Синий;;12600;;16666;Германия;УТ000000207;4
3586;2404000011499;Куртки;Куртка CITY CLASS 16666/син;54;Синий;;15600;;16666;Германия;УТ000000207;4
1614;2404000051068;Куртки;Куртка CITY CLASS 18512;48;Черный;;16500;;18512;Германия;УТ000001339;4
2577;2404000051075;Куртки;Куртка CITY CLASS 18512;50;Черный;;16500;;18512;Германия;УТ000001339;4
3188;2404000051082;Куртки;Куртка CITY CLASS 18512;52;Черный;;16500;;18512;Германия;УТ000001339;4
3890;2404000051099;Куртки;Куртка CITY CLASS 18512;54;Черный;;16500;;18512;Германия;УТ000001339;4
